"FeatureCode","City","FeatureType","Year","Measurement","Units","Value","Energy Type","Energy Consuming Sector"
"S12000039","West Dunbartonshire","Council Area",2015,"Count","GWh",0,"Coal","Agriculture"
"S12000018","Inverclyde","Council Area",2015,"Count","GWh",17.058,"Petroleum Products","Industrial"
"S12000027","Shetland Islands","Council Area",2015,"Count","GWh",245.486,"All","Industrial & Commercial"
"S12000020","Moray","Council Area",2015,"Count","GWh",0,"Coal","Agriculture"
"S12000047","Fife","Council Area",2015,"Count","GWh",662.448,"Electricity","Domestic"
"S12000017","Highland","Council Area",2015,"Count","GWh",15.454,"Coal","Domestic"
"S12000035","Argyll and Bute","Council Area",2015,"Count","GWh",0.374,"Manufactured Fuels","Industrial"
"S12000023","Orkney Islands","Council Area",2015,"Count","GWh",0.367,"Petroleum Products","Public Sector"
"S12000030","Stirling","Council Area",2015,"Count","GWh",10.774,"Bioenergy & Wastes","Domestic"
"S12000023","Orkney Islands","Council Area",2015,"Count","GWh",6.224,"Coal","All"
"S12000038","Renfrewshire","Council Area",2015,"Count","GWh",0,"Coal","Agriculture"
"S12000049","Glasgow City","Council Area",2015,"Count","GWh",6.534,"Bioenergy & Wastes","Domestic"
"S12000039","West Dunbartonshire","Council Area",2015,"Count","GWh",0.228,"Manufactured Fuels","Industrial"
"S12000011","East Renfrewshire","Council Area",2015,"Count","GWh",9.533,"Petroleum Products","Domestic"
"S12000020","Moray","Council Area",2015,"Count","GWh",1.449,"Petroleum Products","Commercial"
"S12000050","North Lanarkshire","Council Area",2015,"Count","GWh",1937.846,"Gas","Domestic"
"S12000018","Inverclyde","Council Area",2015,"Count","GWh",465.296,"Gas","Domestic"
"S12000020","Moray","Council Area",2015,"Count","GWh",922.924,"Petroleum Products","All"
"S12000047","Fife","Council Area",2015,"Count","GWh",1.157,"Coal","Public Sector"
"S12000017","Highland","Council Area",2015,"Count","GWh",56.146,"Coal","Industrial"
"S12000030","Stirling","Council Area",2015,"Count","GWh",0.91,"Manufactured Fuels","Industrial"
"S12000017","Highland","Council Area",2015,"Count","GWh",296.646,"Gas","Commercial"
"S12000047","Fife","Council Area",2015,"Count","GWh",625.139,"Gas","Industrial"
"S12000008","East Ayrshire","Council Area",2015,"Count","GWh",38.847,"Petroleum Products","Domestic"
"S12000021","North Ayrshire","Council Area",2015,"Count","GWh",2.978,"Coal","All"
"S12000030","Stirling","Council Area",2015,"Count","GWh",395.245,"Gas","Industrial"
"S12000050","North Lanarkshire","Council Area",2015,"Count","GWh",3029.295,"Petroleum Products","All"
"S12000011","East Renfrewshire","Council Area",2015,"Count","GWh",625.171,"Petroleum Products","All"
"S12000017","Highland","Council Area",2015,"Count","GWh",3445.401,"Petroleum Products","All"
"S12000040","West Lothian","Council Area",2015,"Count","GWh",13.8,"Petroleum Products","Rail"
"S12000011","East Renfrewshire","Council Area",2015,"Count","GWh",0,"Coal","Industrial"
"S12000036","City of Edinburgh","Council Area",2015,"Count","GWh",2678.702,"Gas","Domestic"
"S12000049","Glasgow City","Council Area",2015,"Count","GWh",11718.188,"All","All"
"S12000023","Orkney Islands","Council Area",2015,"Count","GWh",0,"Gas","All"
"S12000011","East Renfrewshire","Council Area",2015,"Count","GWh",819.14,"All","Domestic"
"S12000026","Scottish Borders","Council Area",2015,"Count","GWh",2.344,"Petroleum Products","Commercial"
"S12000005","Clackmannanshire","Council Area",2015,"Count","GWh",1041.855,"Gas","All"
"S12000050","North Lanarkshire","Council Area",2015,"Count","GWh",96.828,"Bioenergy & Wastes","All"
"S12000047","Fife","Council Area",2015,"Count","GWh",2218.431,"Gas","Domestic"
"S12000005","Clackmannanshire","Council Area",2015,"Count","GWh",0,"Coal","Industrial"
"S12000027","Shetland Islands","Council Area",2015,"Count","GWh",202.108,"Electricity","All"
"S12000035","Argyll and Bute","Council Area",2015,"Count","GWh",314.303,"Gas","Domestic"
"S12000018","Inverclyde","Council Area",2015,"Count","GWh",106.982,"Electricity","Industrial"
"S12000033","Aberdeen City","Council Area",2015,"Count","GWh",33.629,"Coal","All"
"S12000045","East Dunbartonshire","Council Area",2015,"Count","GWh",1.277,"Coal","Domestic"
"S12000040","West Lothian","Council Area",2015,"Count","GWh",306.206,"Gas","Commercial"
"S12000021","North Ayrshire","Council Area",2015,"Count","GWh",453.612,"Electricity","Industrial & Commercial"
"S12000039","West Dunbartonshire","Council Area",2015,"Count","GWh",1.452,"Bioenergy & Wastes","Domestic"
"S12000018","Inverclyde","Council Area",2015,"Count","GWh",0,"Coal","Rail"
"S12000047","Fife","Council Area",2015,"Count","GWh",4278.184,"Petroleum Products","Industrial"
"S12000005","Clackmannanshire","Council Area",2015,"Count","GWh",1.107,"Coal","Domestic"
"S12000018","Inverclyde","Council Area",2015,"Count","GWh",0.017,"Coal","Public Sector"
"S12000035","Argyll and Bute","Council Area",2015,"Count","GWh",0,"Coal","Rail"
"S12000018","Inverclyde","Council Area",2015,"Count","GWh",83.701,"Gas","Commercial"
"S12000005","Clackmannanshire","Council Area",2015,"Count","GWh",291.575,"Petroleum Products","All"
"S12000041","Angus","Council Area",2015,"Count","GWh",23.731,"Bioenergy & Wastes","Road Transport"
"S12000027","Shetland Islands","Council Area",2015,"Count","GWh",6.814,"Coal","Industrial"
"S12000008","East Ayrshire","Council Area",2015,"Count","GWh",80.287,"Coal","All"
"S12000017","Highland","Council Area",2015,"Count","GWh",8.768,"Petroleum Products","Commercial"
"S12000030","Stirling","Council Area",2015,"Count","GWh",968.219,"Petroleum Products","Road Transport"
"S12000005","Clackmannanshire","Council Area",2015,"Count","GWh",22.063,"Petroleum Products","Industrial"
"S12000017","Highland","Council Area",2015,"Count","GWh",409.082,"Electricity","Commercial"
"S12000047","Fife","Council Area",2015,"Count","GWh",1630.403,"Electricity","All"
"S12000036","City of Edinburgh","Council Area",2015,"Count","GWh",0.163,"Manufactured Fuels","Industrial"
"S12000040","West Lothian","Council Area",2015,"Count","GWh",357.484,"Gas","Industrial"
"S12000047","Fife","Council Area",2015,"Count","GWh",112.151,"Bioenergy & Wastes","Commercial"
"S12000030","Stirling","Council Area",2015,"Count","GWh",338.551,"Gas","Commercial"
"S12000018","Inverclyde","Council Area",2015,"Count","GWh",464.331,"Petroleum Products","All"
"S12000040","West Lothian","Council Area",2015,"Count","GWh",0,"Bioenergy & Wastes","Commercial"
"S12000047","Fife","Council Area",2015,"Count","GWh",3031.643,"All","Domestic"
"S12000047","Fife","Council Area",2015,"Count","GWh",967.955,"Electricity","Industrial & Commercial"
"S12000020","Moray","Council Area",2015,"Count","GWh",515.803,"Electricity","All"
"S12000008","East Ayrshire","Council Area",2015,"Count","GWh",4.492,"Coal","Domestic"
"S12000039","West Dunbartonshire","Council Area",2015,"Count","GWh",0,"Coal","Industrial"
"S12000018","Inverclyde","Council Area",2015,"Count","GWh",16.277,"Bioenergy & Wastes","All"
"S12000013","Na h-Eileanan Siar","Council Area",2015,"Count","GWh",0,"Coal","Rail"
"S12000018","Inverclyde","Council Area",2015,"Count","GWh",97.717,"Gas","Industrial"
"S12000049","Glasgow City","Council Area",2015,"Count","GWh",1.889,"Manufactured Fuels","Industrial"
"S12000005","Clackmannanshire","Council Area",2015,"Count","GWh",0.036,"Coal","Public Sector"
"S12000005","Clackmannanshire","Council Area",2015,"Count","GWh",0,"Bioenergy & Wastes","Industrial"
"S12000049","Glasgow City","Council Area",2015,"Count","GWh",82.643,"Bioenergy & Wastes","Road Transport"
"S12000033","Aberdeen City","Council Area",2015,"Count","GWh",3.831,"Manufactured Fuels","Domestic"
"S12000033","Aberdeen City","Council Area",2015,"Count","GWh",1355.543,"Gas","Domestic"
"S12000036","City of Edinburgh","Council Area",2015,"Count","GWh",11.607,"Bioenergy & Wastes","Commercial"
"S12000030","Stirling","Council Area",2015,"Count","GWh",1172.896,"Petroleum Products","All"
"S12000027","Shetland Islands","Council Area",2015,"Count","GWh",15.062,"Bioenergy & Wastes","All"
"S12000017","Highland","Council Area",2015,"Count","GWh",3.776,"Coal","Public Sector"
"S12000008","East Ayrshire","Council Area",2015,"Count","GWh",997.423,"All","Domestic"
"S12000041","Angus","Council Area",2015,"Count","GWh",123.916,"Petroleum Products","Domestic"
"S12000027","Shetland Islands","Council Area",2015,"Count","GWh",0,"Gas","Commercial"
"S12000030","Stirling","Council Area",2015,"Count","GWh",189.197,"Electricity","Domestic"
"S12000008","East Ayrshire","Council Area",2015,"Count","GWh",320.76,"Bioenergy & Wastes","All"
"S12000033","Aberdeen City","Council Area",2015,"Count","GWh",29.966,"Coal","Industrial"
"S12000049","Glasgow City","Council Area",2015,"Count","GWh",0,"Coal","Public Sector"
"S12000047","Fife","Council Area",2015,"Count","GWh",6774.937,"Petroleum Products","All"
"S12000030","Stirling","Council Area",2015,"Count","GWh",1730.77,"All","Industrial & Commercial"
"S12000005","Clackmannanshire","Council Area",2015,"Count","GWh",0.022,"Coal","Commercial"
"S12000011","East Renfrewshire","Council Area",2015,"Count","GWh",213.023,"All","Industrial & Commercial"
"S12000030","Stirling","Council Area",2015,"Count","GWh",127.363,"Electricity","Commercial"
"S12000026","Scottish Borders","Council Area",2015,"Count","GWh",25.746,"Bioenergy & Wastes","Road Transport"
"S12000027","Shetland Islands","Council Area",2015,"Count","GWh",176.383,"All","Domestic"
"S12000041","Angus","Council Area",2015,"Count","GWh",895.04,"Petroleum Products","Road Transport"
"S12000033","Aberdeen City","Council Area",2015,"Count","GWh",11.316,"Petroleum Products","Agriculture"
"S12000045","East Dunbartonshire","Council Area",2015,"Count","GWh",41.609,"Petroleum Products","Industrial"
"S12000041","Angus","Council Area",2015,"Count","GWh",5.021,"Manufactured Fuels","All"
"S12000017","Highland","Council Area",2015,"Count","GWh",346.322,"Gas","Industrial"
"S12000047","Fife","Council Area",2015,"Count","GWh",0,"Coal","Agriculture"
"S12000047","Fife","Council Area",2015,"Count","GWh",2216.496,"Petroleum Products","Road Transport"
"S12000020","Moray","Council Area",2015,"Count","GWh",5.702,"Manufactured Fuels","All"
"S12000020","Moray","Council Area",2015,"Count","GWh",91.884,"Petroleum Products","Agriculture"
"S12000026","Scottish Borders","Council Area",2015,"Count","GWh",0.376,"Coal","Public Sector"
"S12000011","East Renfrewshire","Council Area",2015,"Count","GWh",6.354,"Bioenergy & Wastes","Domestic"
"S12000010","East Lothian","Council Area",2015,"Count","GWh",727.394,"Gas","All"
"S12000010","East Lothian","Council Area",2015,"Count","GWh",1151.63,"All","Industrial & Commercial"
"S12000018","Inverclyde","Council Area",2015,"Count","GWh",1.556,"Manufactured Fuels","All"
"S12000017","Highland","Council Area",2015,"Count","GWh",1587.519,"Electricity","All"
"S12000030","Stirling","Council Area",2015,"Count","GWh",1219.714,"Gas","All"
"S12000018","Inverclyde","Council Area",2015,"Count","GWh",628.895,"All","Domestic"
"S12000045","East Dunbartonshire","Council Area",2015,"Count","GWh",0.101,"Coal","Industrial"
"S12000027","Shetland Islands","Council Area",2015,"Count","GWh",0.336,"Coal","Commercial"
"S12000027","Shetland Islands","Council Area",2015,"Count","GWh",102.45,"Electricity","Domestic"
"S12000036","City of Edinburgh","Council Area",2015,"Count","GWh",3.702,"Manufactured Fuels","Domestic"
"S12000017","Highland","Council Area",2015,"Count","GWh",1065.33,"Bioenergy & Wastes","All"
"S12000045","East Dunbartonshire","Council Area",2015,"Count","GWh",17.538,"Bioenergy & Wastes","All"
"S12000017","Highland","Council Area",2015,"Count","GWh",1232.198,"Gas","All"
"S12000047","Fife","Council Area",2015,"Count","GWh",2363.034,"All","Transport"
"S12000030","Stirling","Council Area",2015,"Count","GWh",757.223,"All","Domestic"
"S12000040","West Lothian","Council Area",2015,"Count","GWh",37.712,"Bioenergy & Wastes","Road Transport"
"S12000018","Inverclyde","Council Area",2015,"Count","GWh",0.31,"Manufactured Fuels","Industrial"
"S12000026","Scottish Borders","Council Area",2015,"Count","GWh",6.844,"Manufactured Fuels","All"
"S12000041","Angus","Council Area",2015,"Count","GWh",0.24,"Coal","Public Sector"
"S12000005","Clackmannanshire","Council Area",2015,"Count","GWh",1.164,"Coal","All"
"S12000027","Shetland Islands","Council Area",2015,"Count","GWh",355.074,"Petroleum Products","All"
"S12000020","Moray","Council Area",2015,"Count","GWh",323.375,"Electricity","Industrial & Commercial"
"S12000005","Clackmannanshire","Council Area",2015,"Count","GWh",0,"Bioenergy & Wastes","Commercial"
"S12000030","Stirling","Council Area",2015,"Count","GWh",474.865,"Electricity","All"
"S12000030","Stirling","Council Area",2015,"Count","GWh",485.918,"Gas","Domestic"
"S12000005","Clackmannanshire","Council Area",2015,"Count","GWh",256.492,"All","Transport"
"S12000033","Aberdeen City","Council Area",2015,"Count","GWh",1823.035,"All","Domestic"
"S12000018","Inverclyde","Council Area",2015,"Count","GWh",646.714,"Gas","All"
"S12000005","Clackmannanshire","Council Area",2015,"Count","GWh",11.666,"Bioenergy & Wastes","All"
"S12000033","Aberdeen City","Council Area",2015,"Count","GWh",471.6,"Gas","Commercial"
"S12000027","Shetland Islands","Council Area",2015,"Count","GWh",64.407,"Petroleum Products","Domestic"
"S12000017","Highland","Council Area",2015,"Count","GWh",603.245,"Petroleum Products","Domestic"
"S12000030","Stirling","Council Area",2015,"Count","GWh",1013.075,"All","Transport"
"S12000005","Clackmannanshire","Council Area",2015,"Count","GWh",1000.384,"All","Industrial & Commercial"
"S12000010","East Lothian","Council Area",2015,"Count","GWh",0,"Coal","Agriculture"
"S12000018","Inverclyde","Council Area",2015,"Count","GWh",0,"Bioenergy & Wastes","Commercial"
"S12000005","Clackmannanshire","Council Area",2015,"Count","GWh",401.481,"Gas","Industrial"
"S12000010","East Lothian","Council Area",2015,"Count","GWh",182.76,"Bioenergy & Wastes","All"
"S12000045","East Dunbartonshire","Council Area",2015,"Count","GWh",0,"Bioenergy & Wastes","Commercial"
"S12000045","East Dunbartonshire","Council Area",2015,"Count","GWh",12.189,"Bioenergy & Wastes","Road Transport"
"S12000047","Fife","Council Area",2015,"Count","GWh",4.394,"Coal","Industrial"
"S12000038","Renfrewshire","Council Area",2015,"Count","GWh",0.811,"Coal","Domestic"
"S12000045","East Dunbartonshire","Council Area",2015,"Count","GWh",1778.033,"All","All"
"S12000040","West Lothian","Council Area",2015,"Count","GWh",1616.296,"Petroleum Products","All"
"S12000049","Glasgow City","Council Area",2015,"Count","GWh",89.177,"Bioenergy & Wastes","All"
"S12000030","Stirling","Council Area",2015,"Count","GWh",4.984,"Manufactured Fuels","All"
"S12000027","Shetland Islands","Council Area",2015,"Count","GWh",65.593,"Petroleum Products","Industrial"
"S12000027","Shetland Islands","Council Area",2015,"Count","GWh",65.073,"Petroleum Products","Agriculture"
"S12000011","East Renfrewshire","Council Area",2015,"Count","GWh",603.11,"All","Transport"
"S12000005","Clackmannanshire","Council Area",2015,"Count","GWh",91.614,"Electricity","Domestic"
"S12000030","Stirling","Council Area",2015,"Count","GWh",321.38,"Bioenergy & Wastes","Commercial"
"S12000038","Renfrewshire","Council Area",2015,"Count","GWh",0,"Coal","Industrial"
"S12000018","Inverclyde","Council Area",2015,"Count","GWh",400.69,"All","Industrial & Commercial"
"S12000030","Stirling","Council Area",2015,"Count","GWh",158.305,"Electricity","Industrial"
"S12000018","Inverclyde","Council Area",2015,"Count","GWh",1474.912,"All","All"
"S12000036","City of Edinburgh","Council Area",2015,"Count","GWh",3.865,"Manufactured Fuels","All"
"S12000045","East Dunbartonshire","Council Area",2015,"Count","GWh",439.455,"Petroleum Products","Road Transport"
"S12000010","East Lothian","Council Area",2015,"Count","GWh",468.363,"Electricity","All"
"S12000036","City of Edinburgh","Council Area",2015,"Count","GWh",9.291,"Bioenergy & Wastes","Domestic"
"S12000027","Shetland Islands","Council Area",2015,"Count","GWh",0.254,"Petroleum Products","Public Sector"
"S12000041","Angus","Council Area",2015,"Count","GWh",0,"Coal","Agriculture"
"S12000030","Stirling","Council Area",2015,"Count","GWh",25.766,"Bioenergy & Wastes","Road Transport"
